source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
1,0,GOLD_SPECIALITY_STCM,Senior Partner,38004446,Medicare Specialty,1970-01-01,2099-12-31,
10,0,GOLD_SPECIALITY_STCM,Sole Practitioner,38004446,Medicare Specialty,1970-01-01,2099-12-31,
11,0,GOLD_SPECIALITY_STCM,Practice Nurse,38003716,NUCC,1970-01-01,2099-12-31,
12,0,GOLD_SPECIALITY_STCM,Health Visitor,38003716,NUCC,1970-01-01,2099-12-31,
14,0,GOLD_SPECIALITY_STCM,Midwife,38003807,NUCC,1970-01-01,2099-12-31,
16,0,GOLD_SPECIALITY_STCM,Social Worker,38004499,Medicare Specialty,1970-01-01,2099-12-31,
17,0,GOLD_SPECIALITY_STCM,Pharmacist,38003810,NUCC,1970-01-01,2099-12-31,
18,0,GOLD_SPECIALITY_STCM,Dispenser,38003819,NUCC,1970-01-01,2099-12-31,
19,0,GOLD_SPECIALITY_STCM,Non-qualified Dispenser,38003819,NUCC,1970-01-01,2099-12-31,
2,0,GOLD_SPECIALITY_STCM,Partner,38004446,Medicare Specialty,1970-01-01,2099-12-31,
26,0,GOLD_SPECIALITY_STCM,Physiotherapist,38004490,Medicare Specialty,1970-01-01,2099-12-31,
27,0,GOLD_SPECIALITY_STCM,Chiropodist,38004030,NUCC,1970-01-01,2099-12-31,
28,0,GOLD_SPECIALITY_STCM,Dentist,903277,Medicare Specialty,1970-01-01,2099-12-31,
29,0,GOLD_SPECIALITY_STCM,Dietician,38003688,NUCC,1970-01-01,2099-12-31,
3,0,GOLD_SPECIALITY_STCM,Assistant,38004512,Medicare Specialty,1970-01-01,2099-12-31,
30,0,GOLD_SPECIALITY_STCM,Counsellor,32578,Provider,1970-01-01,2099-12-31,
31,0,GOLD_SPECIALITY_STCM,Osteopath,38004457,Medicare Specialty,1970-01-01,2099-12-31,
34,0,GOLD_SPECIALITY_STCM,Hospital Nurse,38003716,NUCC,1970-01-01,2099-12-31,
36,0,GOLD_SPECIALITY_STCM,School Nurse,38004418,NUCC,1970-01-01,2099-12-31,
37,0,GOLD_SPECIALITY_STCM,Health Education Officer,38003799,NUCC,1970-01-01,2099-12-31,
38,0,GOLD_SPECIALITY_STCM,Contact Tracing Nurse,38004394,NUCC,1970-01-01,2099-12-31,
39,0,GOLD_SPECIALITY_STCM,Stomatherapist,38003771,NUCC,1970-01-01,2099-12-31,
4,0,GOLD_SPECIALITY_STCM,Associate,38004446,Medicare Specialty,1970-01-01,2099-12-31,
40,0,GOLD_SPECIALITY_STCM,Computer Manager,38004169,NUCC,1970-01-01,2099-12-31,
41,0,GOLD_SPECIALITY_STCM,Interpreter/Link Worker,38003782,NUCC,1970-01-01,2099-12-31,
42,0,GOLD_SPECIALITY_STCM,Chiropractor,38004475,Medicare Specialty,1970-01-01,2099-12-31,
43,0,GOLD_SPECIALITY_STCM,Acupuncturist,38003780,NUCC,1970-01-01,2099-12-31,
44,0,GOLD_SPECIALITY_STCM,Homeopath,38003805,NUCC,1970-01-01,2099-12-31,
45,0,GOLD_SPECIALITY_STCM,Mental Handicap Nurse,38003716,NUCC,1970-01-01,2099-12-31,
47,0,GOLD_SPECIALITY_STCM,Salaried Partner,38004446,Medicare Specialty,1970-01-01,2099-12-31,
48,0,GOLD_SPECIALITY_STCM,Occupational Therapist,38004492,Medicare Specialty,1970-01-01,2099-12-31,
49,0,GOLD_SPECIALITY_STCM,Speech Therapist,38004122,NUCC,1970-01-01,2099-12-31,
5,0,GOLD_SPECIALITY_STCM,Non-commercial local rota of less than 10 GPs,38004446,Medicare Specialty,1970-01-01,2099-12-31,
50,0,GOLD_SPECIALITY_STCM,GP Retainer,38004446,Medicare Specialty,1970-01-01,2099-12-31,
51,0,GOLD_SPECIALITY_STCM,Phlebotomist,38004145,NUCC,1970-01-01,2099-12-31,
52,0,GOLD_SPECIALITY_STCM,Other Medical & Dental,903277,Medicare Specialty,1970-01-01,2099-12-31,
53,0,GOLD_SPECIALITY_STCM,Other Students,38004445,NUCC,1970-01-01,2099-12-31,
54,0,GOLD_SPECIALITY_STCM,Other Nursing & Midwifery,38003716,NUCC,1970-01-01,2099-12-31,
55,0,GOLD_SPECIALITY_STCM,Other Allied Health Professionals,32580,Provider,1970-01-01,2099-12-31,
6,0,GOLD_SPECIALITY_STCM,Commercial Deputising service,32577,Provider,1970-01-01,2099-12-31,
60,0,GOLD_SPECIALITY_STCM,Clinical Practitioner Access Role,38004446,Medicare Specialty,1970-01-01,2099-12-31,
61,0,GOLD_SPECIALITY_STCM,Nurse Access Role,38003716,NUCC,1970-01-01,2099-12-31,
62,0,GOLD_SPECIALITY_STCM,Nurse Manager Access Role,38003716,NUCC,1970-01-01,2099-12-31,
64,0,GOLD_SPECIALITY_STCM,Healthcare Student Access Role,38004445,NUCC,1970-01-01,2099-12-31,
66,0,GOLD_SPECIALITY_STCM,Clinical Coder Access Role,38004153,NUCC,1970-01-01,2099-12-31,
67,0,GOLD_SPECIALITY_STCM,Optometrist,38004481,Medicare Specialty,1970-01-01,2099-12-31,
68,0,GOLD_SPECIALITY_STCM,Radiographer,38004176,NUCC,1970-01-01,2099-12-31,
7,0,GOLD_SPECIALITY_STCM,Locum,38004446,Medicare Specialty,1970-01-01,2099-12-31,
8,0,GOLD_SPECIALITY_STCM,GP Registrar,32577,Provider,1970-01-01,2099-12-31,
9,0,GOLD_SPECIALITY_STCM,Consultant,38004446,Medicare Specialty,1970-01-01,2099-12-31,
13,0,GOLD_SPECIALITY_STCM,Community Nurse,38004394,NUCC,1970-01-01,2099-12-31,
15,0,GOLD_SPECIALITY_STCM,Community Psychiatric Nurse,38004409,NUCC,1970-01-01,2099-12-31,
35,0,GOLD_SPECIALITY_STCM,Community Medical Officer,44777712,HES Specialty,1970-01-01,2099-12-31,
63,0,GOLD_SPECIALITY_STCM,Health Professional Access Role,32580,Provider,1970-01-01,2099-12-31,
