source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
U/L,0,GOLD_UNIT_STCM,unit per liter,8645,UCUM,1970-01-01,2099-12-31,
IU/L,0,GOLD_UNIT_STCM,international unit per liter,8923,UCUM,1970-01-01,2099-12-31,
ratio,0,GOLD_UNIT_STCM,ratio,8523,UCUM,1970-01-01,2099-12-31,
mU/L,0,GOLD_UNIT_STCM,milliunit per liter,44777578,UCUM,1970-01-01,2099-12-31,
mIU/L,0,GOLD_UNIT_STCM,milli-international unit per liter,9040,UCUM,1970-01-01,2099-12-31,
degC,0,GOLD_UNIT_STCM,degree Celsius,586323,UCUM,1970-01-01,2099-12-31,
mL/min/1.73m2,0,GOLD_UNIT_STCM,milliliter per minute per 1.73 square meter,720870,UCUM,2022-04-07,2099-12-31,
ml/min/1.73m*2,0,GOLD_UNIT_STCM,milliliter per minute per 1.73 square meter,720870,UCUM,2022-04-07,2099-12-31,
mL/min/1.73m*2,0,GOLD_UNIT_STCM,milliliter per minute per 1.73 square meter,720870,UCUM,2022-04-07,2099-12-31,
second,0,GOLD_UNIT_STCM,second,8555,UCUM,1970-01-01,2099-12-31,
IU/mL,0,GOLD_UNIT_STCM,international unit per milliliter,8985,UCUM,1970-01-01,2099-12-31,
mg/mmol(creat),0,GOLD_UNIT_STCM,milligram per millimole of creatinine,9075,UCUM,1970-01-01,2099-12-31,
/minute,0,GOLD_UNIT_STCM,per minute,8541,UCUM,1970-01-01,2099-12-31,
kU/L,0,GOLD_UNIT_STCM,kilounit per liter,8810,UCUM,1970-01-01,2099-12-31,
U/mL,0,GOLD_UNIT_STCM,unit per milliliter,8763,UCUM,1970-01-01,2099-12-31,
mm(Hg),0,GOLD_UNIT_STCM,millimeter mercury column,8876,UCUM,1970-01-01,2099-12-31,
/100(WBC),0,GOLD_UNIT_STCM,per 100 white blood cells,9032,UCUM,1970-01-01,2099-12-31,
week,0,GOLD_UNIT_STCM,week,8511,UCUM,1970-01-01,2099-12-31,
Kgs,0,GOLD_UNIT_STCM,kilogram,9529,UCUM,1970-01-01,2099-12-31,
hour,0,GOLD_UNIT_STCM,hour,8505,UCUM,1970-01-01,2099-12-31,
day,0,GOLD_UNIT_STCM,day,8512,UCUM,1970-01-01,2099-12-31,
/second,0,GOLD_UNIT_STCM,per second,44777659,UCUM,1970-01-01,2099-12-31,
mosmol/kg,0,GOLD_UNIT_STCM,milliosmole per kilogram,8862,UCUM,1970-01-01,2099-12-31,
nmol/d,0,GOLD_UNIT_STCM,nanomole per day,44777627,UCUM,1970-01-01,2099-12-31,
umol/24h,0,GOLD_UNIT_STCM,micromole per 24 hours,8907,UCUM,1970-01-01,2099-12-31,
umol/d,0,GOLD_UNIT_STCM,micromole per day,8907,UCUM,1970-01-01,2099-12-31,
mmol/d,0,GOLD_UNIT_STCM,millimole/day,8910,UCUM,1970-01-01,2099-12-31,
/day,0,GOLD_UNIT_STCM,per day,44777556,UCUM,1970-01-01,2099-12-31,
(ppm),0,GOLD_UNIT_STCM,parts per million,9387,UCUM,1970-01-01,2099-12-31,
nmol/24h,0,GOLD_UNIT_STCM,nanomole per 24 hours,44777627,UCUM,1970-01-01,2099-12-31,
/(hpf),0,GOLD_UNIT_STCM,per high power field,8786,UCUM,1970-01-01,2099-12-31,
kIU/L,0,GOLD_UNIT_STCM,Kilointernational unit/liter,9058,UCUM,1970-01-01,2099-12-31,
mmol/24h,0,GOLD_UNIT_STCM,millimole/24 hours,8910,UCUM,1970-01-01,2099-12-31,
IU,0,GOLD_UNIT_STCM,international unit,8718,UCUM,1970-01-01,2099-12-31,
mIU/mL,0,GOLD_UNIT_STCM,milliinternational unit/millilitre,9550,UCUM,1970-01-01,2099-12-31,
meq/L,0,GOLD_UNIT_STCM,milliequivalent per liter,9557,UCUM,1970-01-01,2099-12-31,
MoM,0,GOLD_UNIT_STCM,multiple of the median,8494,UCUM,1970-01-01,2099-12-31,
/hour,0,GOLD_UNIT_STCM,per hour,44777557,UCUM,1970-01-01,2099-12-31,
year,0,GOLD_UNIT_STCM,year,9448,UCUM,1970-01-01,2099-12-31,
mU/mL,0,GOLD_UNIT_STCM,Milliunit/milliliter,8719,UCUM,1970-01-01,2099-12-31,
AU/L,0,GOLD_UNIT_STCM,Arbitrary unit/liter,44777561,UCUM,1970-01-01,2099-12-31,
mmol/mmol(creat),0,GOLD_UNIT_STCM,millimole per millimole of creatinine,44777619,UCUM,1970-01-01,2099-12-31,
cells/uL,0,GOLD_UNIT_STCM,cells per microliter,8784,UCUM,1970-01-01,2099-12-31,
mosmol/L,0,GOLD_UNIT_STCM,milliosmole per liter,9591,UCUM,1970-01-01,2099-12-31,
month,0,GOLD_UNIT_STCM,month,9580,UCUM,1970-01-01,2099-12-31,
titre,0,GOLD_UNIT_STCM,titer,8525,UCUM,1970-01-01,2099-12-31,
/month,0,GOLD_UNIT_STCM,per month,44777658,UCUM,1970-01-01,2099-12-31,
meq,0,GOLD_UNIT_STCM,milliequivalent,9551,UCUM,1970-01-01,2099-12-31,
Score,0,GOLD_UNIT_STCM,score,44777566,UCUM,1970-01-01,2099-12-31,
