source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Advanced Practitioner,0,AURUM_JOBCAT_STCM,Advanced Practitioner,38003794,NUCC,1970-01-01,2099-12-31,
Analyst,0,AURUM_JOBCAT_STCM,Analyst,38004169,NUCC,1970-01-01,2099-12-31,
Assistant Practitioner,0,AURUM_JOBCAT_STCM,Assistant Practitioner,38004512,Medicare Specialty,1970-01-01,2099-12-31,
Associate Practitioner - General Practitioner,0,AURUM_JOBCAT_STCM,Associate Practitioner - General Practitioner,38004512,Medicare Specialty,1970-01-01,2099-12-31,
Associate Practitioner - Nurse,0,AURUM_JOBCAT_STCM,Associate Practitioner - Nurse,38004487,Medicare Specialty,1970-01-01,2099-12-31,
Associate Specialist,0,AURUM_JOBCAT_STCM,Associate Specialist,38003794,NUCC,1970-01-01,2099-12-31,
Chiropodist/Podiatrist,0,AURUM_JOBCAT_STCM,Chiropodist/Podiatrist,38004030,NUCC,1970-01-01,2099-12-31,
Clerical Worker,0,AURUM_JOBCAT_STCM,Clerical Worker,38004154,NUCC,1970-01-01,2099-12-31,
Clinical Assistant,0,AURUM_JOBCAT_STCM,Clinical Assistant,38004371,NUCC,1970-01-01,2099-12-31,
Clinical Coder,0,AURUM_JOBCAT_STCM,Clinical Coder,38004153,NUCC,1970-01-01,2099-12-31,
Clinical Psychologist,0,AURUM_JOBCAT_STCM,Clinical Psychologist,38004493,Medicare Specialty,1970-01-01,2099-12-31,
Community Administrator,0,AURUM_JOBCAT_STCM,Community Administrator,38003789,NUCC,1970-01-01,2099-12-31,
Community Mental Health Nurse,0,AURUM_JOBCAT_STCM,Community Mental Health Nurse,38004413,NUCC,1970-01-01,2099-12-31,
Community Nurse,0,AURUM_JOBCAT_STCM,Community Nurse,38003722,NUCC,1970-01-01,2099-12-31,
Community Practitioner,0,AURUM_JOBCAT_STCM,Community Practitioner,38004376,NUCC,1970-01-01,2099-12-31,
Counsellor,0,AURUM_JOBCAT_STCM,Counsellor,38003627,NUCC,1970-01-01,2099-12-31,
Desktop Support Administrator,0,AURUM_JOBCAT_STCM,Desktop Support Administrator,38004169,NUCC,1970-01-01,2099-12-31,
Desktop Support Technician,0,AURUM_JOBCAT_STCM,Desktop Support Technician,38004185,NUCC,1970-01-01,2099-12-31,
Dietitian,0,AURUM_JOBCAT_STCM,Dietitian,38003690,NUCC,1970-01-01,2099-12-31,
Dispenser,0,AURUM_JOBCAT_STCM,Dispenser,38003819,NUCC,1970-01-01,2099-12-31,
Gateway Worker,0,AURUM_JOBCAT_STCM,Gateway Worker,38003625,NUCC,1970-01-01,2099-12-31,
General Medical Practitioner,0,AURUM_JOBCAT_STCM,General Medical Practitioner,38004446,Medicare Specialty,1970-01-01,2099-12-31,
Health Care Support Worker,0,AURUM_JOBCAT_STCM,Health Care Support Worker,38004370,NUCC,1970-01-01,2099-12-31,
Health Records Administrator,0,AURUM_JOBCAT_STCM,Health Records Administrator,38004154,NUCC,1970-01-01,2099-12-31,
Healthcare Assistant,0,AURUM_JOBCAT_STCM,Healthcare Assistant,38004512,Medicare Specialty,1970-01-01,2099-12-31,
Helpdesk Administrator,0,AURUM_JOBCAT_STCM,Helpdesk Administrator,38004185,NUCC,1970-01-01,2099-12-31,
Manager,0,AURUM_JOBCAT_STCM,Manager,38003781,NUCC,1970-01-01,2099-12-31,
Medical Records Clerk,0,AURUM_JOBCAT_STCM,Medical Records Clerk,38004154,NUCC,1970-01-01,2099-12-31,
Medical Secretary,0,AURUM_JOBCAT_STCM,Medical Secretary,38004154,NUCC,1970-01-01,2099-12-31,
Medical Student,0,AURUM_JOBCAT_STCM,Medical Student,38004445,NUCC,1970-01-01,2099-12-31,
Medical Technical Officer - Pharmacy,0,AURUM_JOBCAT_STCM,Medical Technical Officer - Pharmacy,38003819,NUCC,1970-01-01,2099-12-31,
Midwife,0,AURUM_JOBCAT_STCM,Midwife,38003807,NUCC,1970-01-01,2099-12-31,
Modern Matron,0,AURUM_JOBCAT_STCM,Modern Matron,38003731,NUCC,1970-01-01,2099-12-31,
Nurse Consultant,0,AURUM_JOBCAT_STCM,Nurse Consultant,38003731,NUCC,1970-01-01,2099-12-31,
Nurse Manager,0,AURUM_JOBCAT_STCM,Nurse Manager,38003731,NUCC,1970-01-01,2099-12-31,
Nursery Nurse,0,AURUM_JOBCAT_STCM,Nursery Nurse,38003760,NUCC,1970-01-01,2099-12-31,
Other Community Health Service,0,AURUM_JOBCAT_STCM,Other Community Health Service,38003789,NUCC,1970-01-01,2099-12-31,
Paramedic,0,AURUM_JOBCAT_STCM,Paramedic,38003696,NUCC,1970-01-01,2099-12-31,
Paramedic Specialist Practitioner,0,AURUM_JOBCAT_STCM,Paramedic Specialist Practitioner,38003696,NUCC,1970-01-01,2099-12-31,
Pharmacist,0,AURUM_JOBCAT_STCM,Pharmacist,38003810,NUCC,1970-01-01,2099-12-31,
