source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
29,0,HESAPC_DISDEST_STCM,Temporary residence,8602,CMS Place of Service,1970-01-01,2099-12-31,
38,0,HESAPC_DISDEST_STCM,Penal establishment - police station,38003619,CMS Place of Service,1970-01-01,2099-12-31,
39,0,HESAPC_DISDEST_STCM,Penal establishment - court and police station excluded,38003619,CMS Place of Service,1970-01-01,2099-12-31,
50,0,HESAPC_DISDEST_STCM,NHS medium secure unit,38004284,NUCC,1970-01-01,2099-12-31,
51,0,HESAPC_DISDEST_STCM,NHS ward for general PATIENTS or the younger physically disabled,8717,CMS Place of Service,1970-01-01,2099-12-31,
52,0,HESAPC_DISDEST_STCM,NHS ward for maternity PATIENTS or Neonates,8650,CMS Place of Service,1970-01-01,2099-12-31,
53,0,HESAPC_DISDEST_STCM,NHS ward for PATIENTS who are mentally ill or have learning disabilities,8976,CMS Place of Service,1970-01-01,2099-12-31,
54,0,HESAPC_DISDEST_STCM,NHS-run Care Home,8851,CMS Place of Service,1970-01-01,2099-12-31,
65,0,HESAPC_DISDEST_STCM,Local Authority residential accommodation,8676,CMS Place of Service,1970-01-01,2099-12-31,
66,0,HESAPC_DISDEST_STCM,Local authority foster care,38004205,NUCC,1970-01-01,2099-12-31,
88,0,HESAPC_DISDEST_STCM,Hospice,8546,CMS Place of Service,1970-01-01,2099-12-31,
