source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
A08.4,45576230,ONS_DEATH_CAUSE_STCM,"Viral intestinal infection, unspecified",198678,SNOMED,2002-01-31,2099-12-31,
A32.1,45600407,ONS_DEATH_CAUSE_STCM,Listerial meningitis and meningoencephalitis,4136344,SNOMED,1990-05-01,2099-12-31,
C11.9,45576300,ONS_DEATH_CAUSE_STCM,"Malignant neoplasm: Nasopharynx, unspecified",4095312,SNOMED,1990-05-01,2099-12-31,
C43.7,45566585,ONS_DEATH_CAUSE_STCM,"Malignant neoplasm: Malignant melanoma of lower limb, including hip",4151263,SNOMED,1990-05-01,2099-12-31,
C44.6,45600496,ONS_DEATH_CAUSE_STCM,"Malignant neoplasm: Skin of upper limb, including shoulder",4162994,SNOMED,1990-05-01,2099-12-31,
C44.7,45566589,ONS_DEATH_CAUSE_STCM,"Malignant neoplasm: Skin of lower limb, including hip",4162993,SNOMED,1990-05-01,2099-12-31,
C48.1,45542610,ONS_DEATH_CAUSE_STCM,Malignant neoplasm: Specified parts of peritoneum,443400,SNOMED,1990-05-01,2099-12-31,
C49.0,45537817,ONS_DEATH_CAUSE_STCM,"Malignant neoplasm: Connective and soft tissue of head, face and neck",4118989,SNOMED,1990-05-01,2099-12-31,
C49.3,45556989,ONS_DEATH_CAUSE_STCM,Malignant neoplasm: Connective and soft tissue of thorax,4181330,SNOMED,2002-01-31,2099-12-31,
C49.4,45552261,ONS_DEATH_CAUSE_STCM,Malignant neoplasm: Connective and soft tissue of abdomen,4179094,SNOMED,2002-01-31,2099-12-31,
C49.5,45571515,ONS_DEATH_CAUSE_STCM,Malignant neoplasm: Connective and soft tissue of pelvis,4178958,SNOMED,2002-01-31,2099-12-31,
C69.6,45566613,ONS_DEATH_CAUSE_STCM,Malignant neoplasm: Orbit,4180906,SNOMED,1990-05-01,2099-12-31,
C78.6,45547522,ONS_DEATH_CAUSE_STCM,Secondary malignant neoplasm of retroperitoneum and peritoneum,35226284,Cancer Modifier,2020-10-13,2099-12-31,
C78.7,45595688,ONS_DEATH_CAUSE_STCM,Secondary malignant neoplasm of liver and intrahepatic bile duct,35226180,Cancer Modifier,2020-10-13,2099-12-31,
C79.3,45561831,ONS_DEATH_CAUSE_STCM,Secondary malignant neoplasm of brain and cerebral meninges,36768862,Cancer Modifier,2020-09-23,2099-12-31,
