source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Active Monitoring,0,NCRAS_TREATMENT_EPISODE_STCM,Active Monitoring,35806824,HemOnc,2019-05-27,2099-12-31,
Hormone Therapy,0,NCRAS_TREATMENT_EPISODE_STCM,Hormone Therapy,35803407,HemOnc,2019-05-27,2099-12-31,
CT - Other,0,NCRAS_TREATMENT_EPISODE_STCM,CT - Other,35803401,HemOnc,2019-05-27,2099-12-31,
Cytotoxic Chemotherapy,0,NCRAS_TREATMENT_EPISODE_STCM,Cytotoxic Chemotherapy,35803401,HemOnc,2019-05-27,2099-12-31,
Chemoradiotherapy,0,NCRAS_TREATMENT_EPISODE_STCM,Chemoradiotherapy,35803404,HemOnc,2019-05-27,2099-12-31,
Immunotherapy,0,NCRAS_TREATMENT_EPISODE_STCM,Immunotherapy,35803410,HemOnc,2019-05-27,2099-12-31,
IMMUNOTHERAPY NOS,0,NCRAS_TREATMENT_EPISODE_STCM,IMMUNOTHERAPY NOS,35803410,HemOnc,2019-05-27,2099-12-31,
Anti-Cancer Drug Regimen (other),0,NCRAS_TREATMENT_EPISODE_STCM,Anti-Cancer Drug Regimen (other),4216752,SNOMED,2005-07-31,2099-12-31,
Non-Specialist Palliative Care,0,NCRAS_TREATMENT_EPISODE_STCM,Non-Specialist Palliative Care,4176643,SNOMED,2002-01-31,2099-12-31,
Specialist Palliative Care,0,NCRAS_TREATMENT_EPISODE_STCM,Specialist Palliative Care,4176643,SNOMED,2002-01-31,2099-12-31,
RT - Brachytherapy,0,NCRAS_TREATMENT_EPISODE_STCM,RT - Brachytherapy,35803411,HemOnc,2019-05-27,2099-12-31,
RT - Other/NK,0,NCRAS_TREATMENT_EPISODE_STCM,RT - Other/NK,35803411,HemOnc,2019-05-27,2099-12-31,
RT - Teletherapy,0,NCRAS_TREATMENT_EPISODE_STCM,RT - Teletherapy,35803411,HemOnc,2019-05-27,2099-12-31,
Surgery - curative,0,NCRAS_TREATMENT_EPISODE_STCM,Surgery - curative,35807508,HemOnc,2019-05-27,2099-12-31,
Surgery - not curative,0,NCRAS_TREATMENT_EPISODE_STCM,Surgery - not curative,35803588,HemOnc,2019-05-27,2099-12-31,
Surgery etc - type unknown,0,NCRAS_TREATMENT_EPISODE_STCM,Surgery etc - type unknown,4301351,SNOMED,2003-01-31,2099-12-31,
