source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
Active Monitoring,0,NCRAS_STCM,Active Monitoring,4186034,SNOMED,2005-01-31,2099-12-31,
All Treatment Declined,0,NCRAS_STCM,All Treatment Declined,42537563,SNOMED,2018-01-31,2099-12-31,
Anti-Cancer Drug Regimen (other),0,NCRAS_STCM,Anti-Cancer Drug Regimen (other),4215565,SNOMED,2003-01-31,2099-12-31,
BRACHYTHERAPY,0,NCRAS_STCM,BRACHYTHERAPY,40317890,SNOMED,2018-07-31,2099-12-31,
Chemoradiotherapy,0,NCRAS_STCM,Chemoradiotherapy,45766298,SNOMED,2014-07-31,2099-12-31,
Chemotherapy,0,NCRAS_STCM,Chemotherapy,4273629,SNOMED,2002-01-31,2099-12-31,
CHEMOTHERAPY NOS,0,NCRAS_STCM,CHEMOTHERAPY NOS,4273629,SNOMED,2002-01-31,2099-12-31,
CT – Other,0,NCRAS_STCM,CT – Other,4215565,SNOMED,2003-01-31,2099-12-31,
Cytotoxic Chemotherapy,0,NCRAS_STCM,Cytotoxic Chemotherapy,4273629,SNOMED,2002-01-31,2099-12-31,
EXTERNAL BEAM,0,NCRAS_STCM,EXTERNAL BEAM,4141448,SNOMED,2002-01-31,2099-12-31,
Hormone Therapy,0,NCRAS_STCM,Hormone Therapy,4061650,SNOMED,2002-01-31,2099-12-31,
HORMONE THERAPY NOS,0,NCRAS_STCM,HORMONE THERAPY NOS,4061650,SNOMED,2002-01-31,2099-12-31,
Imaging,0,NCRAS_STCM,Imaging,4180938,SNOMED,2002-01-31,2099-12-31,
Immunotherapy,0,NCRAS_STCM,Immunotherapy,4295112,SNOMED,2002-01-31,2099-12-31,
IMMUNOTHERAPY NOS,0,NCRAS_STCM,IMMUNOTHERAPY NOS,4295112,SNOMED,2002-01-31,2099-12-31,
INTRACAVITARY OR INTERSTITIAL,0,NCRAS_STCM,INTRACAVITARY OR INTERSTITIAL,4029715,SNOMED,2023-12-01,2099-12-31,
Non-Specialist Palliative Care,0,NCRAS_STCM,Non-Specialist Palliative Care,4014023,SNOMED,2002-01-31,2099-12-31,
RADIOACTIVE ISOTOPES,0,NCRAS_STCM,RADIOACTIVE ISOTOPES,4161415,SNOMED,2003-01-31,2099-12-31,
Radioisotope Therapy,0,NCRAS_STCM,Radioisotope Therapy,4161415,SNOMED,2003-01-31,2099-12-31,
Radiosurgery,0,NCRAS_STCM,Radiosurgery,4021989,SNOMED,2002-01-31,2099-12-31,
Radiotherapy,0,NCRAS_STCM,Radiotherapy,4029715,SNOMED,2023-12-01,2099-12-31,
RT - Brachytherapy,0,NCRAS_STCM,RT - Brachytherapy,40317890,SNOMED,2018-07-31,2099-12-31,
RT - Other/NK,0,NCRAS_STCM,RT - Other/NK,4029715,SNOMED,2023-12-01,2099-12-31,
RT – Teletherapy,0,NCRAS_STCM,RT – Teletherapy,4141448,SNOMED,2002-01-31,2099-12-31,
Specialist Palliative Care,0,NCRAS_STCM,Specialist Palliative Care,4216795,SNOMED,2003-01-31,2099-12-31,
Surgery etc - type unknown,0,NCRAS_STCM,Surgery etc - type unknown,4301351,SNOMED,2003-01-31,2099-12-31,
5-FLUOROURACIL,0,NCRAS_STCM,5-FLUOROURACIL,955632,RxNorm,1970-01-01,2099-12-31,
BCG,0,NCRAS_STCM,BCG,43291286,RxNorm Extension,2017-08-24,2099-12-31,
G-CSF,0,NCRAS_STCM,G-CSF,1304850,RxNorm,1970-01-01,2099-12-31,
LEUPRORELIN,0,NCRAS_STCM,LEUPRORELIN,1351541,RxNorm,1970-01-01,2099-12-31,
OESTROGEN,0,NCRAS_STCM,OESTROGEN,19049228,RxNorm,1970-01-01,2099-12-31,
STILBOESTROL,0,NCRAS_STCM,STILBOESTROL,1525866,RxNorm,1970-01-01,2099-12-31,
