source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
365 NON WOVEN ISLAND DRESSING 10CM X 10CM (365 HEALTHCARE LTD),0,UKB_GP_Script_drug,365 NON WOVEN ISLAND DRESSING 10CM X 10CM (365 HEALTHCARE LTD),46258575,SNOMED,2015-04-29,2099-12-31,
4HEAD STICKS (DENDRON LTD),0,UKB_GP_Script_drug,4HEAD STICKS (DENDRON LTD),21085426,RxNorm Extension,2017-08-24,2099-12-31,
4ULCERCARE LEG ULCER WRAP 35CM-43CM (MAGNO-PULSE LTD),0,UKB_GP_Script_drug,4ULCERCARE LEG ULCER WRAP 35CM-43CM (MAGNO-PULSE LTD),46005044,SNOMED,2006-05-01,2099-12-31,
A2A SPACER (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,A2A SPACER (CLEMENT CLARKE INTERNATIONAL LTD),46043288,SNOMED,2012-07-25,2099-12-31,
A2A SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,A2A SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),46043290,SNOMED,2012-07-25,2099-12-31,
AAA 1.5MG/DOSE SORE THROAT SPRAY (MANX HEALTHCARE LTD),0,UKB_GP_Script_drug,AAA 1.5MG/DOSE SORE THROAT SPRAY (MANX HEALTHCARE LTD),21044567,RxNorm Extension,2017-08-24,2099-12-31,
ABACAVIR 300MG TABLETS,0,UKB_GP_Script_drug,ABACAVIR 300MG TABLETS,1736994,RxNorm,1970-01-01,2099-12-31,
ABACAVIR 600MG / LAMIVUDINE 300MG TABLETS,0,UKB_GP_Script_drug,ABACAVIR 600MG / LAMIVUDINE 300MG TABLETS,19122306,RxNorm,2006-02-26,2099-12-31,
ABATACEPT (FORM NOT SPECIFIED),0,UKB_GP_Script_drug,ABATACEPT (FORM NOT SPECIFIED),1186087,RxNorm,2006-03-12,2099-12-31,
ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES,0,UKB_GP_Script_drug,ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES,35775955,RxNorm Extension,2017-08-24,2099-12-31,
ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES,0,UKB_GP_Script_drug,ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES,35775955,RxNorm Extension,2017-08-24,2099-12-31,
ABIDEC MULTIVITAMIN DROPS (OMEGA PHARMA LTD),0,UKB_GP_Script_drug,ABIDEC MULTIVITAMIN DROPS (OMEGA PHARMA LTD),36061273,RxNorm Extension,2020-08-17,2099-12-31,
ABILIFY 10MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),0,UKB_GP_Script_drug,ABILIFY 10MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),757690,RxNorm,1970-01-01,2099-12-31,
ABILIFY 5MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),0,UKB_GP_Script_drug,ABILIFY 5MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),19102213,RxNorm,1970-01-01,2099-12-31,
ABIRATERONE 250MG TABLETS,0,UKB_GP_Script_drug,ABIRATERONE 250MG TABLETS,40239060,RxNorm,2011-06-05,2099-12-31,
ABIRATERONE ACETATE (FORM NOT SPECIFIED),0,UKB_GP_Script_drug,ABIRATERONE ACETATE (FORM NOT SPECIFIED),40239056,RxNorm,2011-06-05,2099-12-31,
ABLE SPACER (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,ABLE SPACER (CLEMENT CLARKE INTERNATIONAL LTD),46002904,SNOMED,2006-05-01,2099-12-31,
ABLE SPACER WITH LARGE MASK (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,ABLE SPACER WITH LARGE MASK (CLEMENT CLARKE INTERNATIONAL LTD),46002905,SNOMED,2006-05-01,2099-12-31,
ABLE SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,ABLE SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),46002908,SNOMED,2006-05-01,2099-12-31,
ABLE SPACER WITH SMALL MASK (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_Script_drug,ABLE SPACER WITH SMALL MASK (CLEMENT CLARKE INTERNATIONAL LTD),46002909,SNOMED,2006-05-01,2099-12-31,
ABSOPAD DRESSING 20CM X 10CM (MEDICAREPLUS INTERNATIONAL LTD),0,UKB_GP_Script_drug,ABSOPAD DRESSING 20CM X 10CM (MEDICAREPLUS INTERNATIONAL LTD),46047510,SNOMED,2013-03-06,2099-12-31,
ABSORBABLE CATGUT CHROMIC SUTURE 3.5GAUGE 75CM LENGTH WITH 25MM HALF CIRCLE HEAVY NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE CATGUT CHROMIC SUTURE 3.5GAUGE 75CM LENGTH WITH 25MM HALF CIRCLE HEAVY NEEDLE,45971571,SNOMED,2006-05-01,2099-12-31,
ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 45CM LENGTH WITH 16MM CURVED ROUND BODIED NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 45CM LENGTH WITH 16MM CURVED ROUND BODIED NEEDLE,45971545,SNOMED,2006-05-01,2099-12-31,
ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 75CM LENGTH WITH 16MM CURVED CUTTING NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 75CM LENGTH WITH 16MM CURVED CUTTING NEEDLE,45971551,SNOMED,2006-05-01,2099-12-31,
ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 75CM LENGTH WITH 19MM CURVED REVERSE CUTTING NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE SYNTHETIC SUTURE 1.5GAUGE 75CM LENGTH WITH 19MM CURVED REVERSE CUTTING NEEDLE,45971549,SNOMED,2006-05-01,2099-12-31,
ABSORBABLE SYNTHETIC SUTURE 2GAUGE 70CM LENGTH WITH 60MM STRAIGHT CUTTING NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE SYNTHETIC SUTURE 2GAUGE 70CM LENGTH WITH 60MM STRAIGHT CUTTING NEEDLE,45971543,SNOMED,2006-05-01,2099-12-31,
ABSORBABLE SYNTHETIC SUTURE 2GAUGE 75CM LENGTH WITH 19MM CURVED REVERSE CUTTING NEEDLE,0,UKB_GP_Script_drug,ABSORBABLE SYNTHETIC SUTURE 2GAUGE 75CM LENGTH WITH 19MM CURVED REVERSE CUTTING NEEDLE,45971561,SNOMED,2006-05-01,2099-12-31,
ABSORBENT CELLULOSE DRESSING WITH FLUID REPELLENT BACKING 10CM X 10CM,0,UKB_GP_Script_drug,ABSORBENT CELLULOSE DRESSING WITH FLUID REPELLENT BACKING 10CM X 10CM,21450028,dm+d,1970-01-01,2099-12-31,
