source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
365 NON WOVEN ISLAND DRESSING 10CM X 10CM (365 HEALTHCARE LTD),0,UKB_GP_SCRIPT_DRUG_STCM,365 NON WOVEN ISLAND DRESSING 10CM X 10CM (365 HEALTHCARE LTD),21372681,dm+d,1970-01-01,2099-12-31,
4HEAD STICKS (DENDRON LTD),0,UKB_GP_SCRIPT_DRUG_STCM,4HEAD STICKS (DENDRON LTD),21085426,RxNorm Extension,2017-08-24,2099-12-31,
4ULCERCARE LEG ULCER WRAP 35CM-43CM (MAGNO-PULSE LTD),0,UKB_GP_SCRIPT_DRUG_STCM,4ULCERCARE LEG ULCER WRAP 35CM-43CM (MAGNO-PULSE LTD),21359308,dm+d,1970-01-01,2099-12-31,
A2A SPACER (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_SCRIPT_DRUG_STCM,A2A SPACER (CLEMENT CLARKE INTERNATIONAL LTD),21421642,dm+d,1970-01-01,2099-12-31,
A2A SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),0,UKB_GP_SCRIPT_DRUG_STCM,A2A SPACER WITH MEDIUM MASK (CLEMENT CLARKE INTERNATIONAL LTD),21340022,dm+d,1970-01-01,2099-12-31,
AAA 1.5MG/DOSE SORE THROAT SPRAY (MANX HEALTHCARE LTD),0,UKB_GP_SCRIPT_DRUG_STCM,AAA 1.5MG/DOSE SORE THROAT SPRAY (MANX HEALTHCARE LTD),21044567,RxNorm Extension,2017-08-24,2099-12-31,
ABACAVIR 300MG TABLETS,0,UKB_GP_SCRIPT_DRUG_STCM,ABACAVIR 300MG TABLETS,1736994,RxNorm,1970-01-01,2099-12-31,
ABACAVIR 600MG / LAMIVUDINE 300MG TABLETS,0,UKB_GP_SCRIPT_DRUG_STCM,ABACAVIR 600MG / LAMIVUDINE 300MG TABLETS,19122306,RxNorm,2006-02-26,2099-12-31,
ABATACEPT (FORM NOT SPECIFIED),0,UKB_GP_SCRIPT_DRUG_STCM,ABATACEPT (FORM NOT SPECIFIED),1186087,RxNorm,2006-03-12,2099-12-31,
ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES,0,UKB_GP_SCRIPT_DRUG_STCM,ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED DISPOSABLE DEVICES,35775955,RxNorm Extension,2017-08-24,2099-12-31,
ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES,0,UKB_GP_SCRIPT_DRUG_STCM,ABATACEPT 125MG/1ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES,35775955,RxNorm Extension,2017-08-24,2099-12-31,
ABIDEC MULTIVITAMIN DROPS (OMEGA PHARMA LTD),0,UKB_GP_SCRIPT_DRUG_STCM,ABIDEC MULTIVITAMIN DROPS (OMEGA PHARMA LTD),36061273,RxNorm Extension,2020-08-17,2099-12-31,
ABILIFY 10MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),0,UKB_GP_SCRIPT_DRUG_STCM,ABILIFY 10MG TABLETS (OTSUKA PHARMACEUTICALS (U.K.) LTD),757690,RxNorm,1970-01-01,2099-12-31,
