source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
%,0,UKB_GP_Clinical_unit,%,8554,UCUM,1970-01-01,2099-12-31,
% total Hb,0,UKB_GP_Clinical_unit,% total Hb,8737,UCUM,1970-01-01,2099-12-31,
%Total,0,UKB_GP_Clinical_unit,%Total,8632,UCUM,1970-01-01,2099-12-31,
%total Hb,0,UKB_GP_Clinical_unit,%total Hb,8737,UCUM,1970-01-01,2099-12-31,
%Total Hb,0,UKB_GP_Clinical_unit,%Total Hb,8737,UCUM,1970-01-01,2099-12-31,
*10^9/cumm,0,UKB_GP_Clinical_unit,*10^9/cumm,44777660,UCUM,1970-01-01,2099-12-31,
*10^9/l,0,UKB_GP_Clinical_unit,*10^9/l,9444,UCUM,1970-01-01,2099-12-31,
./min,0,UKB_GP_Clinical_unit,./min,8541,UCUM,1970-01-01,2099-12-31,
/ day,0,UKB_GP_Clinical_unit,/ day,44777556,UCUM,1970-01-01,2099-12-31,
/100,0,UKB_GP_Clinical_unit,/100,9243,UCUM,1970-01-01,2099-12-31,
/day,0,UKB_GP_Clinical_unit,/day,44777556,UCUM,1970-01-01,2099-12-31,
/min,0,UKB_GP_Clinical_unit,/min,8541,UCUM,1970-01-01,2099-12-31,
/minute,0,UKB_GP_Clinical_unit,/minute,8541,UCUM,1970-01-01,2099-12-31,
/ul,0,UKB_GP_Clinical_unit,/ul,8647,UCUM,1970-01-01,2099-12-31,
/uL,0,UKB_GP_Clinical_unit,/uL,8647,UCUM,1970-01-01,2099-12-31,
/week,0,UKB_GP_Clinical_unit,/week,44777559,UCUM,1970-01-01,2099-12-31,
/year,0,UKB_GP_Clinical_unit,/year,44777560,UCUM,1970-01-01,2099-12-31,
<mg/l,0,UKB_GP_Clinical_unit,<mg/l,8751,UCUM,1970-01-01,2099-12-31,
>ml.min,0,UKB_GP_Clinical_unit,>ml.min,8795,UCUM,1970-01-01,2099-12-31,
>ml/min,0,UKB_GP_Clinical_unit,>ml/min,8795,UCUM,1970-01-01,2099-12-31,
>ml/nin,0,UKB_GP_Clinical_unit,>ml/nin,8795,UCUM,1970-01-01,2099-12-31,
1/min,0,UKB_GP_Clinical_unit,1/min,8541,UCUM,1970-01-01,2099-12-31,
10 ^12/L,0,UKB_GP_Clinical_unit,10 ^12/L,8734,UCUM,1970-01-01,2099-12-31,
10 ^9/l,0,UKB_GP_Clinical_unit,10 ^9/l,9444,UCUM,1970-01-01,2099-12-31,
10 ^9/L,0,UKB_GP_Clinical_unit,10 ^9/L,9444,UCUM,1970-01-01,2099-12-31,
10*12/L,0,UKB_GP_Clinical_unit,10*12/L,8734,UCUM,1970-01-01,2099-12-31,
10*9/1,0,UKB_GP_Clinical_unit,10*9/1,9444,UCUM,1970-01-01,2099-12-31,
10*9/l,0,UKB_GP_Clinical_unit,10*9/l,9444,UCUM,1970-01-01,2099-12-31,
10*9/L,0,UKB_GP_Clinical_unit,10*9/L,9444,UCUM,1970-01-01,2099-12-31,
10/12 L,0,UKB_GP_Clinical_unit,10/12 L,8734,UCUM,1970-01-01,2099-12-31,
10/9 L,0,UKB_GP_Clinical_unit,10/9 L,9444,UCUM,1970-01-01,2099-12-31,
10^12/l,0,UKB_GP_Clinical_unit,10^12/l,8734,UCUM,1970-01-01,2099-12-31,
10^12/L,0,UKB_GP_Clinical_unit,10^12/L,8734,UCUM,1970-01-01,2099-12-31,
10^9,0,UKB_GP_Clinical_unit,10^9,44777660,UCUM,1970-01-01,2099-12-31,
10^9/l,0,UKB_GP_Clinical_unit,10^9/l,9444,UCUM,1970-01-01,2099-12-31,
10^9/L,0,UKB_GP_Clinical_unit,10^9/L,9444,UCUM,1970-01-01,2099-12-31,
117cm,0,UKB_GP_Clinical_unit,117cm,8582,UCUM,1970-01-01,2099-12-31,
2xmonth approx,0,UKB_GP_Clinical_unit,2xmonth approx,9580,UCUM,1970-01-01,2099-12-31,
a day,0,UKB_GP_Clinical_unit,a day,44777556,UCUM,1970-01-01,2099-12-31,
Âµmol/L,0,UKB_GP_Clinical_unit,Âµmol/L,8749,UCUM,1970-01-01,2099-12-31,
AU,0,UKB_GP_Clinical_unit,AU,9260,UCUM,1970-01-01,2099-12-31,
AU/mL,0,UKB_GP_Clinical_unit,AU/mL,8980,UCUM,1970-01-01,2099-12-31,
b/m,0,UKB_GP_Clinical_unit,b/m,8483,UCUM,1970-01-01,2099-12-31,
b/p/m,0,UKB_GP_Clinical_unit,b/p/m,8483,UCUM,1970-01-01,2099-12-31,
beats per min,0,UKB_GP_Clinical_unit,beats per min,8483,UCUM,1970-01-01,2099-12-31,
